patch_slug,patch_name,source_url,source_kind,item_index,item_type,section_h2,section_h3,section_h4,text
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,136,p,PATCH NOTES,LEGENDS,,Pathfinder
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,137,li,PATCH NOTES,LEGENDS,,Insider Knowledge Scanning Care Packages now awards 50% Ult Charge (was 100%) and 15s Ult Cooldown (was 10s) This also applies to Ring Console or Survey Beacon scans
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,138,li,PATCH NOTES,LEGENDS,,Scanning Care Packages now awards 50% Ult Charge (was 100%) and 15s Ult Cooldown (was 10s)
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,139,li,PATCH NOTES,LEGENDS,,This also applies to Ring Console or Survey Beacon scans
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,140,h3,PATCH NOTES,MAPS,,MAPS
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,141,p,PATCH NOTES,MAPS,,Map Updates
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,142,li,PATCH NOTES,MAPS,,"The Apex Games Museum on World’s Edge has an all-new exhibit that honors the history of the Outlands and the origin of the Games. Filled with interactive kiosks, artwork and red carpet flair, the museum has many interesting tidbits of information, community artwork and even some easter eggs."
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,143,li,PATCH NOTES,MAPS,,"Special celebration dressing in the form of flags, banners, and even the return of our larger than life Legend balloons can be found on every map. This year features an all-new cast designed with the Breakout aesthetic in mind."
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,144,li,PATCH NOTES,MAPS,,"Tridents, jump balloons, gravity cannons, loot bins and more have a fresh look to compliment the theme of the season."
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,145,p,PATCH NOTES,MAPS,,Thunderdome
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,146,p,PATCH NOTES,MAPS,,Feel the energy as the crowd comes alive in our first custom Mixtape map!
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,147,li,PATCH NOTES,MAPS,,"Immerse yourself in the action of a focused 3-lane multiplayer map, designed for fast-paced gameplay"
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,148,li,PATCH NOTES,MAPS,,"Playable for all mixtape game modes: Team Deathmatch, Gun Run, and Control"
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,149,li,PATCH NOTES,MAPS,,Get hyped listening to the cheers from the crowd in the arena stands
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,150,h3,PATCH NOTES,MODES,,MODES
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,151,li,PATCH NOTES,MODES,,"Mixtape Updated Loadouts to reflect Weapon Meta changes Gun Run: removed Charge Rifle, added Kraber"
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,152,li,PATCH NOTES,MODES,,Updated Loadouts to reflect Weapon Meta changes
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,153,li,PATCH NOTES,MODES,,"Gun Run: removed Charge Rifle, added Kraber"
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,154,li,PATCH NOTES,MODES,,"NEW LTM: Straight Shot—check out the collection event blog for more details Players spawn above a random POI and skydive in, no Jumpmaster Weapons spawn kitted at different rarities, streamlining loot Reduced Lobby to 30 players and shorter rounds Requeue with your party directly from the death screen"
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,155,li,PATCH NOTES,MODES,,"Players spawn above a random POI and skydive in, no Jumpmaster"
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,156,li,PATCH NOTES,MODES,,"Weapons spawn kitted at different rarities, streamlining loot"
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,157,li,PATCH NOTES,MODES,,Reduced Lobby to 30 players and shorter rounds
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,158,li,PATCH NOTES,MODES,,Requeue with your party directly from the death screen
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,159,h3,PATCH NOTES,RANKED,,RANKED
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,160,p,PATCH NOTES,RANKED,,Check out our Breakout Highlights blog for more details on Ranked Reloaded .
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,161,li,PATCH NOTES,RANKED,,Level requirement now 20 (was 50) Entry cost will return: 20 RP per Tier starting at Silver
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,162,li,PATCH NOTES,RANKED,,Entry cost will return: 20 RP per Tier starting at Silver
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,163,li,PATCH NOTES,RANKED,,Player Rankings now visible
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,164,li,PATCH NOTES,RANKED,,Promotional Trials have been removed
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,165,li,PATCH NOTES,RANKED,,Provisional Matches have been removed
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,166,li,PATCH NOTES,RANKED,,Ranked Tier RP requirements will have some increases
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,167,li,PATCH NOTES,RANKED,,"RP value will be used to matchmake. For full-stack premades, the highest RP value in the squad will be used."
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,168,li,PATCH NOTES,RANKED,,"Splits are returning Start at 1 RP at the beginning of the Season, split will drop ranking by 6 divisions"
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,169,li,PATCH NOTES,RANKED,,"Start at 1 RP at the beginning of the Season, split will drop ranking by 6 divisions"
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,170,li,PATCH NOTES,RANKED,,"Updated Bonuses Challenger Bonus: earn a 50% bonus on a elimination of a higher ranked player that was contributed to Top 5 Streak Bonus: for maintaining a placement streak of 5th or better, earn up to a maximum of a 40 RP bonus 2 match streak: +10 RP 3 match streak: +20 RP 4 match streak: +30 RP 5+ match streak: +40 RP"
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,171,li,PATCH NOTES,RANKED,,Challenger Bonus: earn a 50% bonus on a elimination of a higher ranked player that was contributed to
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,172,li,PATCH NOTES,RANKED,,"Top 5 Streak Bonus: for maintaining a placement streak of 5th or better, earn up to a maximum of a 40 RP bonus 2 match streak: +10 RP 3 match streak: +20 RP 4 match streak: +30 RP 5+ match streak: +40 RP"
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,173,li,PATCH NOTES,RANKED,,2 match streak: +10 RP
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,174,li,PATCH NOTES,RANKED,,3 match streak: +20 RP
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,175,li,PATCH NOTES,RANKED,,4 match streak: +30 RP
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,176,li,PATCH NOTES,RANKED,,5+ match streak: +40 RP
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,177,h3,PATCH NOTES,WORLD SYSTEMS,,WORLD SYSTEMS
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,178,p,PATCH NOTES,WORLD SYSTEMS,,Extended Supply Bins
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,179,li,PATCH NOTES,WORLD SYSTEMS,,"Extended Supply Bins now give Smart Gear Players can find gear upgrades for Knockdown Shields, Helmets, and Backpacks in the hidden shelf Small chance of granting purple gear if a player on the squad has white gear or none at all Small chance of granting gold gear if the entire squad has purple gear"
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,180,li,PATCH NOTES,WORLD SYSTEMS,,"Players can find gear upgrades for Knockdown Shields, Helmets, and Backpacks in the hidden shelf"
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,181,li,PATCH NOTES,WORLD SYSTEMS,,Small chance of granting purple gear if a player on the squad has white gear or none at all
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,182,li,PATCH NOTES,WORLD SYSTEMS,,Small chance of granting gold gear if the entire squad has purple gear
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,183,li,PATCH NOTES,WORLD SYSTEMS,,More reliably gives Heat Shields & MRBs when needed
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,184,li,PATCH NOTES,WORLD SYSTEMS,,Increased likelihood of getting Med Kit over Syringes
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,185,p,PATCH NOTES,WORLD SYSTEMS,,Ring Exploit Prevention
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,186,li,PATCH NOTES,WORLD SYSTEMS,,"Players spending too much time outside the Ring will be warned, then eliminated"
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,187,h2,BUG FIXES,,,BUG FIXES
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,188,li,BUG FIXES,,,Addressed known exploits to place Heat Shields and stack items on Tridents
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,189,li,BUG FIXES,,,Double-clicking in the Melee Tab now equips items
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,190,li,BUG FIXES,,,Firing Range dummies no longer clip through damaged doors
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,191,li,BUG FIXES,,,In-match Challenge display now lists all 5 challenges
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,192,li,BUG FIXES,,,Player created pings can once again be removed
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,193,li,BUG FIXES,,,Players will no longer teleport into the building overlooking the fight night ring via Trident
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,194,li,BUG FIXES,,,Valkyrie can no longer get under the turbine on Olympus
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,195,li,BUG FIXES,,,Voiceline while picking up enemy Banner Cards no longer indicates it is a squadmate
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,196,h3,BUG FIXES,AUDIO,,AUDIO
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,197,li,BUG FIXES,AUDIO,,Most in-game dialogue is now synchronized between clients
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,198,li,BUG FIXES,AUDIO,,Squad members can now be muted while spectating
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,199,h3,BUG FIXES,GRAPHICS,,GRAPHICS
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,200,li,BUG FIXES,GRAPHICS,,DX12 (PC) fixed several causes of crashes
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,201,h3,BUG FIXES,LEGENDS,,LEGENDS
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,202,li,BUG FIXES,LEGENDS,,"Ash Ult, Rampart Tac/Ult, Wattson Tac/Ult, and Loba Ult can no longer be placed out of bounds"
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,203,li,BUG FIXES,LEGENDS,,Conduit’s Tac now appears for observers
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,204,li,BUG FIXES,LEGENDS,,Mad Maggie’s Ult now destroys Gibby’s Tac
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,205,li,BUG FIXES,LEGENDS,,Mirage decoys that are destroyed by Catalyst’s Piercing Spikes no longer keep the trap active nor make hit sounds briefly after dying
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,206,h2,QUALITY OF LIFE,,,QUALITY OF LIFE
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,207,li,QUALITY OF LIFE,,,Destructible Legend abilities have consistent damage feedback Objects which previously showed red (flesh) damage numbers will now show as gray and the damage numbers will indicate if the object is destroyed Increased visibility for gray damage numbers
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,208,li,QUALITY OF LIFE,,,Objects which previously showed red (flesh) damage numbers will now show as gray and the damage numbers will indicate if the object is destroyed
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,209,li,QUALITY OF LIFE,,,Increased visibility for gray damage numbers
breakout,Breakout,https://www.ea.com/games/apex-legends/apex-legends/news/breakout-patch-notes,patch_notes,210,li,QUALITY OF LIFE,,,Firing Range: Nessie was inspired after watching some centuries old videos and wanted to change things up a bit. The yellow and purple polka-dots look quite dashing.
